recordID	sequenceID	alignment_name	alignment_displayName	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	country_edit	country_update	place_edit	place_update	collection_year_edit	collection_year_update	earliest_collection_edit	earliest_collection_update	latest_collection_edit	latest_collection_update	host_edit	host_update	host_common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
189	DQ431279	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,20101	South Africa	filled in	De Aar	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
190	DQ431280	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,41496	South Africa	filled in	Beaufort West	filled in	1996	filled in	1996	filled in	1996	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
191	DQ431281	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,27899	South Africa	filled in	Britstown	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
192	DQ431282	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,34600	South Africa	filled in	Sterkstroom	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
193	DQ431283	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,43500	South Africa	filled in	Sterkstroom	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
194	DQ431284	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,38403	South Africa	filled in	De Aar	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
195	DQ431285	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,35901	South Africa	filled in	Britstown	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
196	DQ431286	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,67701	South Africa	filled in	Britstown	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
197	DQ431287	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,50002	South Africa	filled in	Victoria West	filled in	2002	filled in	2002	filled in	2002	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
198	DQ431288	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,62399	South Africa	filled in	Kimberley	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
199	DQ431289	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,72399	South Africa	filled in	Boshof	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
200	DQ431290	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,86699	South Africa	filled in	Kimberley	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
201	DQ431291	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,35201	South Africa	filled in	Petrusburg	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
202	DQ431292	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,70594	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
203	DQ431293	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,58899	South Africa	filled in	Kimberley	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
204	DQ431294	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,o49198	South Africa	filled in	Petrusburg	filled in	1998	filled in	1998	filled in	1998	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
205	DQ431295	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,67691	South Africa	filled in	Fauresmith	filled in	1991	filled in	1991	filled in	1991	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
206	DQ431296	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,53795	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
207	DQ431297	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,49691	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
208	DQ431298	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,32704	South Africa	filled in	Carnavon	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
209	DQ431299	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,52704	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
210	DQ431300	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,60000	South Africa	filled in	Victoria West	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
211	DQ431301	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,2101	South Africa	filled in	Britstown	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
212	DQ431302	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,2125	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
213	DQ431303	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,70999	South Africa	filled in	Middelburg	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
214	DQ431304	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,47903	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
215	DQ431305	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	591	31-Mar-07	26-Jul-16	-	17537536	DL,17704	South Africa	filled in	Steynsburg	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
216	DQ431306	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	589	31-Mar-07	26-Jul-16	-	17537536	DL,o21498	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
217	DQ431307	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,29103	South Africa	filled in	Brulpan	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
218	DQ431308	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,31203	South Africa	filled in	De Aar	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
219	DQ431309	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,6705	South Africa	filled in	Grootdoringpan	filled in	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	17537536	unchanged	
220	DQ431310	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,4002	South Africa	filled in	Kuruman	filled in	2002	filled in	2002	filled in	2002	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
221	DQ431311	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,76604	South Africa	filled in	Kuruman	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
222	DQ431312	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,52904	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
223	DQ431313	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,54804	South Africa	filled in	Kuruman	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
224	DQ431314	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,26904	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
225	DQ431315	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,99380	South Africa	filled in	Windhoek	filled in	1980	filled in	1980	filled in	1980	updated	Canis lupus familiaris	filled in		no	no	17537536	unchanged	
226	DQ431316	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	586	31-Mar-07	26-Jul-16	-	17537536	DL,77395	South Africa	filled in	Vyrburg	filled in	1995	filled in	1995	filled in	1995	updated	Canis mesomelas	filled in		no	no	17537536	unchanged	
227	DQ431317	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,102099	South Africa	filled in	Potgietersrus	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
228	DQ431318	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,80699	South Africa	filled in	Potgietersrus	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
229	DQ431319	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,30398	South Africa	filled in	Messina	filled in	1998	filled in	1998	filled in	1998	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
230	DQ431320	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,47503	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
231	DQ431321	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,98297	South Africa	filled in	Fraserburg	filled in	1997	filled in	1997	filled in	1997	updated	Canis mesomelas	filled in		no	no	17537536	unchanged	
232	DQ431322	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,NBA2	Namibia	filled in	Etosha	filled in	-	unchanged	-	unchanged	2007	unchanged	Otocyon megalotis	filled in		no	no	17537536	unchanged	
233	DQ431323	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,NBA3	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
234	DQ431324	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,NBA4	Namibia	filled in	Etosha	filled in	-	unchanged	-	unchanged	2007	unchanged	Otocyon megalotis	filled in		no	no	17537536	unchanged	
235	DQ431325	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,NBA5	Namibia	filled in	Etosha	filled in	-	unchanged	-	unchanged	2007	unchanged	Canis mesomelas	filled in		no	no	17537536	unchanged	
236	DQ431326	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,6363	South Africa	filled in	Kimberley	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
237	DQ431327	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,82300	South Africa	filled in	Herb	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
238	DQ431328	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,39599	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
239	DQ431329	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,76899	South Africa	filled in	Hay	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
240	DQ431330	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,7801	South Africa	filled in	Hay	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
241	DQ431331	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,16801	South Africa	filled in	Hay	filled in	2001	filled in	2001	filled in	2001	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
242	DQ431332	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,18601	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
243	DQ431333	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,32700	South Africa	filled in	Hay	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
244	DQ431334	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,33400	South Africa	filled in	Hay	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
245	DQ431335	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,97199	South Africa	filled in	Hay	filled in	1999	filled in	1999	filled in	1999	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
246	DQ431336	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,9300	South Africa	filled in	Hay	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
247	DQ431337	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,2205	South Africa	filled in	Hopetown	filled in	2005	filled in	2005	filled in	2005	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
248	DQ431338	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,3105	South Africa	filled in	Umtata	filled in	2005	filled in	2005	filled in	2005	updated	Bos	filled in	Bovine	no	no	17537536	unchanged	
249	DQ431339	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,53000	South Africa	filled in	Hay	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
250	DQ431340	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,47603	South Africa	filled in	Kimberley	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
251	DQ431341	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,48602	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
252	DQ431342	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,5705	South Africa	filled in	Groblershoop	filled in	2005	filled in	2005	filled in	2005	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
253	DQ431343	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,1705	South Africa	filled in	Groblershoop	filled in	2005	filled in	2005	filled in	2005	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
254	DQ431344	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,1765	South Africa	filled in	Kimberley	filled in	2005	filled in	2005	filled in	2005	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
255	DQ431345	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,71892	South Africa	filled in	Postmasburg	filled in	1992	filled in	1992	filled in	1992	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
256	DQ431346	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,107080	South Africa	filled in	Neudorf	filled in	1980	filled in	1980	filled in	1980	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
257	DQ431347	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,68092	South Africa	filled in	Postmasburg	filled in	1992	filled in	1992	filled in	1992	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
258	DQ431348	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,25891	South Africa	filled in	Gordonia	filled in	1991	filled in	1991	filled in	1991	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
259	DQ431349	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,74200	South Africa	filled in	Hay	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
260	DQ431350	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,63090	South Africa	filled in	Postmasburg	filled in	1990	filled in	1990	filled in	1990	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
261	DQ431351	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,9602	South Africa	filled in	Kuruman	filled in	2002	filled in	2002	filled in	2002	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
262	DQ431352	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,37790	South Africa	filled in	Gordonia	filled in	1990	filled in	1990	filled in	1990	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
263	DQ431353	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,68100	South Africa	filled in	Gordonia	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
264	DQ431354	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,68101	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
265	DQ431355	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,5993	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
266	DQ431356	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,13605	South Africa	filled in	Kuruman	filled in	2005	filled in	2005	filled in	2005	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
267	DQ431357	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,154680	South Africa	filled in	Gordonia	filled in	1980	filled in	1980	filled in	1980	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
268	DQ431358	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,55102	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
269	DQ431359	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,0472	South Africa	filled in	Piketberg	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
270	DQ431360	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,54203	South Africa	filled in	George	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
271	DQ431361	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,04419	South Africa	filled in	Swellendam	filled in	2004	filled in	2004	filled in	2004	updated	Suricata suricatta	filled in		no	no	17537536	unchanged	
272	DQ431362	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,35204	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
273	DQ431363	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,51603	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
274	DQ431364	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,50703	South Africa	filled in	George	filled in	2003	filled in	2003	filled in	2003	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
275	DQ431365	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,33403	South Africa	filled in	Swellendam	filled in	2003	filled in	2003	filled in	2003	updated	Atilax paludinosus	filled in		no	no	17537536	unchanged	
276	DQ431366	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,04181	South Africa	filled in	Piketberg	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
277	DQ431367	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,04157	South Africa	filled in	Piketberg	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
278	DQ431368	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,54800	South Africa	filled in	Clanwilliam	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
279	DQ431369	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,04137	South Africa	filled in	Moorresburg	filled in	2004	filled in	2004	filled in	2004	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
280	DQ431370	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,04194	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	17537536	unchanged	
281	DQ431371	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,5300	South Africa	filled in	Malmesbury	filled in	2000	filled in	2000	filled in	2000	updated	Otocyon megalotis	filled in		no	no	17537536	unchanged	
282	DQ431372	AL_Cosmopolitan_AF1b	Cosmopolitan AF1b	-	-	-	-	-	2007	592	31-Mar-07	26-Jul-16	-	17537536	DL,68394	South Africa	filled in	Kuruman	filled in	1994	filled in	1994	filled in	1994	updated	Suricata suricatta	filled in		no	no	17537536	unchanged	
