Number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
71	AB263305	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct25	Brazil	unchanged	Itaberai	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	filled in		no	no	17675798	unchanged	
72	AB263306	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct26	Brazil	unchanged	Leopol do Bulhões	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	filled in		no	no	17675798	unchanged	
73	AB263307	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct27	Brazil	unchanged	Morrinhos	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	filled in		no	no	17675798	unchanged	
74	AB263308	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg29	Brazil	unchanged	Taquaral de Goiás	filled in	1999	filled in	1999	filled in	1999	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
75	AB263309	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg77	Brazil	unchanged	Andradina	filled in	1992	filled in	1992	filled in	1992	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
76	AB263310	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg96	Brazil	unchanged	Itaguaçu	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
77	AB263311	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg97	Brazil	unchanged	Itaguaçu	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
78	AB263312	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg98	Brazil	unchanged	Itaguaçu	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
79	AB263313	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg101	Brazil	unchanged	Santa Tereza de Goiás	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
80	AB263314	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg102	Brazil	unchanged	Ceres	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
81	AB263315	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct112	Brazil	unchanged	Morrinhos	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	filled in		no	no	17675798	unchanged	
82	AB263316	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct116	Brazil	unchanged	Itaberai	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	filled in		no	no	17675798	unchanged	
83	AB263317	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg117	Brazil	unchanged	Goiás	filled in	1998	filled in	1998	filled in	1998	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
84	AB263318	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct120	Brazil	unchanged	Goiás	filled in	2000	filled in	2000	filled in	2000	updated	Felis catus	filled in		no	no	17675798	unchanged	
85	AB263319	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg121	Brazil	unchanged	Goiânia	filled in	2000	filled in	2000	filled in	2000	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
86	AB263320	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg125	Brazil	unchanged	Morrinhos	filled in	2000	filled in	2000	filled in	2000	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
87	AB263321	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg126	Brazil	unchanged	Goiânia	filled in	2000	filled in	2000	filled in	2000	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
88	AB263322	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg127	Brazil	unchanged	Goiânia	filled in	2000	filled in	2000	filled in	2000	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
89	AB263323	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg128	Brazil	unchanged	Goiás	filled in	2000	filled in	2000	filled in	2000	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
90	AB263324	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg317	Brazil	unchanged	Rio de Janeiro	filled in	1985	filled in	1985	filled in	1985	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
91	AB263326	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg321	Brazil	unchanged	Bacabal	filled in	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	17675798	unchanged	
92	AB263327	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg322	Brazil	unchanged	Miranda do Norte	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
93	AB263328	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg325	Brazil	unchanged	Santa Inês	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
94	AB263329	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg331	Brazil	unchanged	Coroatá 	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
95	AB263330	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRct333	Brazil	unchanged	Gonçalves Dias	filled in	2003	filled in	2003	filled in	2003	updated	Felis catus	filled in		no	no	17675798	unchanged	
96	AB263331	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg334	Brazil	unchanged	Capinzal do Norte	filled in	-	unchanged	-	unchanged	2007	unchanged	Canis familiaris	filled in		no	no	17675798	unchanged	
97	AB263332	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg335	Brazil	unchanged	Barra do Corda	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
98	AB263334	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg603	Brazil	unchanged	Turmalina	filled in	2002	filled in	2002	filled in	2002	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
99	AB263335	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg640	Brazil	unchanged	Santa Rita	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
100	AB263336	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg642	Brazil	unchanged	São João Batista	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
101	AB263337	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg643	Brazil	unchanged	Santa Rita	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
102	AB263338	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg646	Brazil	unchanged	Codó	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
103	AB263339	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg652	Brazil	unchanged	Lima Campos	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
104	AB263340	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg657	Brazil	unchanged	São Vicente Ferrer	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
105	AB263341	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg659	Brazil	unchanged	Viana	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
106	AB263342	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg661	Brazil	unchanged	Pindaré Mirim	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
107	AB263343	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg665	Brazil	unchanged	São João Batista	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
108	AB263344	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg666	Brazil	unchanged	São João Batista	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
109	AB263345	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	1332	03-Apr-07	20-Jul-16	-	17675798	BRdg669	Brazil	unchanged	Monção	filled in	2005	filled in	2005	filled in	2005	updated	Canis familiaris	filled in		no	no	17675798	unchanged	
780	KC792258	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	-	-	2013	1197	18-Jun-13	18-Jun-13	Canis familiaris	-	Sonora dog	Mexico	unchanged	Sonora	filled in	-	unchanged	-	unchanged	2013	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	From isolate name
210	AF369285	AL_Cosmopolitan_AM1	Cosmopolitan AM1	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	north central skunk	9191862	867WC.SK	Canada	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Mephitis mephitis	updated		no	no	9191862	unchanged	
211	AF369286	AL_Cosmopolitan_AM1	Cosmopolitan AM1	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	north central skunk	9191862	1741WC.SK	Canada	filled in	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Mephitis mephitis	updated		no	no	9191862	unchanged	
212	AF369289	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis latrans	12127791	V213.SK	United States	filled in	Texas	filled in	1994	filled in	1994	filled in	1994	updated	Canis latrans	unchanged		no	no	12127791	unchanged	paper says skunk
213	AF369292	AL_Cosmopolitan_AM1	Cosmopolitan AM1	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	north central skunk	12127791	KY2877.SK	United States	filled in	Kentucky	filled in	1995	filled in	1995	filled in	1995	updated	north central skunk	unchanged		no	no	12127791	unchanged	paper says dog
214	AF369308	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis latrans	12127791	FT2891.DG	United States	filled in	Florida	filled in	1994	filled in	1994	filled in	1994	updated	Canis latrans	unchanged		no	no	12127791	unchanged	paper says dog
215	AF369313	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	M29.DG	Mexico	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	paper says cat
216	AF369314	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	B1.DG	Brazil	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	
217	AF369315	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	P1.DG	Paraguay	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	
218	AF369337	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis latrans	12127791	V217.CO	United States	filled in	Texas	filled in	1994	filled in	1994	filled in	1994	updated	Canis latrans	unchanged		no	no	12127791	unchanged	
776	KC792083	AL_Cosmopolitan_AM4	Cosmopolitan AM4	USA	United States	-	1979	1979	1979	920	18-Jun-13	18-Jun-13	-	-	A12_1826	United States	unchanged	-	unchanged	1979	unchanged	1979	unchanged	1979	unchanged	-	unchanged		no	no	-	unchanged	
777	KC792084	AL_Cosmopolitan_AM4	Cosmopolitan AM4	USA	United States	-	1974	1974	1974	920	18-Jun-13	18-Jun-13	-	-	A12_1827	United States	unchanged	-	unchanged	1974	unchanged	1974	unchanged	1974	unchanged	-	unchanged		no	no	-	unchanged	
778	KC792085	AL_Cosmopolitan_AM4	Cosmopolitan AM4	USA	United States	-	1978	1978	1978	920	18-Jun-13	18-Jun-13	-	-	A12_1829	United States	unchanged	-	unchanged	1978	unchanged	1978	unchanged	1978	unchanged	-	unchanged		no	no	-	unchanged	
140	AB291134	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	906	01-Aug-07	23-Dec-08	Dusicyon sp.	18057829	BR-Pfx3	Brazil	unchanged	Patos	filled in	2001	filled in	2001	filled in	2001	updated	Dusicyon sp.	unchanged		no	no	18057829	unchanged	
141	AB291135	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	906	01-Aug-07	23-Dec-08	Dusicyon sp.	18057829	BR-Pfx4	Brazil	unchanged	Patos	filled in	2002	filled in	2002	filled in	2002	updated	Dusicyon sp.	unchanged		no	no	18057829	unchanged	
131	AB291114	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Felis catus	18057829	BRct112	Brazil	unchanged	Morrinhos	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	unchanged		no	no	18057829	unchanged	
132	AB291115	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Felis catus	18057829	BRct116	Brazil	unchanged	Itaberai	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	unchanged		no	no	18057829	unchanged	
133	AB291116	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Felis catus	18057829	BRct333	Brazil	unchanged	Gonçarves Dias	filled in	2003	filled in	2003	filled in	2003	updated	Felis catus	unchanged		no	no	18057829	unchanged	
134	AB291117	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Canis familiaris	18057829	BRdg101	Brazil	unchanged	Sta Tereza	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	unchanged		no	no	18057829	unchanged	
135	AB291118	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Canis familiaris	18057829	BRdg317	Brazil	unchanged	Rio de Janeiro	filled in	1985	filled in	1985	filled in	1985	updated	Canis familiaris	unchanged		no	no	18057829	unchanged	
136	AB291119	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Canis familiaris	18057829	BRdg335	Brazil	unchanged	Barra do Corda	filled in	2003	filled in	2003	filled in	2003	updated	Canis familiaris	unchanged		no	no	18057829	unchanged	
137	AB291120	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Canis familiaris	18057829	BRdg96	Brazil	unchanged	Itaguaçu	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	unchanged		no	no	18057829	unchanged	
138	AB291121	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	894	01-Aug-07	05-Dec-08	Canis familiaris	18057829	BRdg97	Brazil	unchanged	Itaguaçu	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	unchanged		no	no	18057829	unchanged	
139	AB291133	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	894	01-Aug-07	23-Dec-08	Dusicyon sp.	18057829	BR-Pfx1	Brazil	unchanged	Patos	filled in	2002	filled in	2002	filled in	2002	updated	Dusicyon sp.	unchanged		no	no	18057829	unchanged	
143	AB291137	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	894	01-Aug-07	23-Dec-08	Dusicyon sp.	18057829	BR-Pfx6	Brazil	unchanged	Patos	filled in	2002	filled in	2002	filled in	2002	updated	Dusicyon sp.	unchanged		no	no	18057829	unchanged	
142	AB291136	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2007	891	01-Aug-07	23-Dec-08	Dusicyon sp.	18057829	BR-Pfx5	Brazil	unchanged	Patos	filled in	2002	filled in	2002	filled in	2002	updated	Dusicyon sp.	unchanged		no	no	18057829	unchanged	
668	HM114040	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND060001	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
669	HM114041	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND060002	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
670	HM114042	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND060003	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
671	HM114043	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND070004	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
672	HM114044	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND070005	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
673	HM114045	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND070006	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
674	HM114046	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND080007	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
675	HM114047	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	ND080008	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
676	HM114051	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	NE030071	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
677	HM114055	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	NE030164	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
678	HM114100	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	NE050105	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
679	HM114121	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030044	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
680	HM114122	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030046	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
681	HM114123	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030047	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
682	HM114124	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030537	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
683	HM114125	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030539	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
684	HM114126	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030544	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
685	HM114127	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030548	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
686	HM114128	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030550	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
687	HM114129	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030551	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
688	HM114130	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030552	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
689	HM114131	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030553	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
690	HM114132	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	852	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030554	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
