sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
AY704923	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	1374	05-Aug-05	26-Jul-16	-	-	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Vulpes lagopus	filled in		no	no	-	unchanged	
AY704925	AL_Arctic_A	Arctic A	USA	United States	-	-	-	2005	1371	05-Aug-05	26-Jul-16	Procyon lotor	-	SM 1571	United States	unchanged	Vermont	filled in	1992	filled in	1992	filled in	1992	updated	Procyon lotor	unchanged		no	no	-	unchanged	
L20671	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1367	26-Jul-93	07-Jul-93	-	8492088	-	Canada	filled in	Ontario	filled in	-	unchanged	-	unchanged	1993	unchanged	Skunk	filled in		no	no	8492088	unchanged	
L20672	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1367	26-Jul-93	20-Mar-96	Ontario	8492088	-	Canada	filled in	Ontario	filled in	-	unchanged	-	unchanged	1993	unchanged	Vulpes	filled in	Fox	no	no	8492088	unchanged	
U03768	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1367	03-Dec-93	10-May-95	Vulpes vulpes	7931145	Ontario Type 5 - 8480FX	Canada	filled in	Ontario	filled in	-	unchanged	-	unchanged	1993	unchanged	Vulpes vulpes	unchanged		no	no	7931145	unchanged	From isolate name
U03769	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1367	03-Dec-93	10-May-95	Canis familiaris	7931145	Arctic A1 - 1090DG	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1993	unchanged	Canis familiaris	unchanged		no	no	7931145	unchanged	
U03770	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1367	03-Dec-93	10-May-95	Canis familiaris	7931145	Hudson Bay - 4055DG	Canada	filled in	Hudson Bay	filled in	-	unchanged	-	unchanged	1993	unchanged	Canis familiaris	unchanged		no	no	7931145	unchanged	From isolate name
L20673	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1365	26-Jul-93	08-Feb-01	Vulpes vulpes	8492088	91RABN1578	Canada	filled in	Ontario	filled in	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	8492088	unchanged	Could be skunk
L20674	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1365	26-Jul-93	08-Feb-01	Vulpes vulpes	8492088	91RABN2756	Canada	filled in	Ontario	filled in	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	8492088	unchanged	Could be skunk
L20675	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1365	26-Jul-93	08-Feb-01	-	8492088	91RABN0783	Canada	filled in	Ontario	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	filled in		no	no	8492088	unchanged	
L20676	AL_Arctic_A	Arctic A	-	-	-	-	-	1993	1365	26-Jul-93	08-Feb-01	-	8492088	90RABN9196	Canada	filled in	Ontario	filled in	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	filled in		no	no	8492088	unchanged	
AB178890	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	1353	10-Dec-04	10-Dec-04	-	15508715	Komatsugawa	Japan	filled in	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	-	unchanged		no	no	15508715	unchanged	1940s, strain
AY730595	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	1353	09-May-05	09-May-05	-	15830152	KRH2-04	South Korea	unchanged	Hongcheon County, Gangwon Province	filled in	2004	filled in	2004	filled in	2004	updated	Procyon lotor	filled in		no	no	15830152	unchanged	
AY730596	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	1353	09-May-05	09-May-05	-	15830152	KRH3-04	South Korea	unchanged	Hongcheon County, Gangwon Province	filled in	2004	filled in	2004	filled in	2004	updated	Canis lupus familiaris	filled in		no	no	15830152	unchanged	
AY730597	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	1353	09-May-05	09-May-05	-	15830152	KRC5-04	South Korea	unchanged	Chuncheon	filled in	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	15830152	unchanged	
HE801579	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Canis familiaris	-	Pk 19	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
HE801580	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Canis familiaris	-	Pk 20	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
HE801581	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Canis familiaris	-	Pk 21	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
HE801582	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Equus mulus	-	Pk 22	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Equus mulus	unchanged		no	no	-	unchanged	
HE801583	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Equus mulus	-	Pk 25	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Equus mulus	unchanged		no	no	-	unchanged	
HE801584	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Bubalus bubalis	-	Pk 26	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Bubalus bubalis	unchanged		no	no	-	unchanged	
HE801585	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Equus mulus	-	Pk 27	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Equus mulus	unchanged		no	no	-	unchanged	
HE801586	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Equus mulus	-	Pk 55	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Equus mulus	unchanged		no	no	-	unchanged	
HE801587	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Bos taurus	-	Pk 56	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Bos taurus	unchanged		no	no	-	unchanged	
HE801588	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Capra hircus	-	Pk 57	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Capra hircus	unchanged		no	no	-	unchanged	
HE801589	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Bos taurus	-	Pk 58	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Bos taurus	unchanged		no	no	-	unchanged	
HE801590	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Bos taurus	-	Pk 59	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Bos taurus	unchanged		no	no	-	unchanged	
HE801591	AL_Arctic	Arctic	-	-	-	-	-	2014	1353	06-Jan-14	06-Jan-14	Equus mulus	-	Pk 60	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2014	unchanged	Equus mulus	unchanged		no	no	-	unchanged	
JX987747	AL_Arctic_A	Arctic A	RUS	Russia	Yakutia region	-	-	2013	1353	31-Oct-13	04-Dec-13	Vulpes vulpes	24278494	9143RUS	Russia	unchanged	Yakutia region	unchanged	-	unchanged	1988	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	24278494	unchanged	1988-90
EF611828	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG21	Russia	filled in	Yakutia	filled in	1987	filled in	1987	filled in	1987	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611829	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG19	Russia	filled in	Yakutia	filled in	1987	filled in	1987	filled in	1987	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611830	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG20	Russia	filled in	Yakutia	filled in	1987	filled in	1987	filled in	1987	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611831	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG22	Russia	filled in	Yakutia	filled in	1987	filled in	1987	filled in	1987	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611832	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG3	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611833	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG23	Russia	filled in	Yakutia	filled in	1988	filled in	1988	filled in	1988	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611834	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG91	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611835	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG92	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611836	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG16	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611837	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG12	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged	 	no	no	17599781	unchanged	Collection year 1950-60
EF611838	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG10	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611839	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG1	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611840	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	SG15	Russia	filled in	Yakutia	filled in	-	unchanged	1950	filled in	1960	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	Collection year 1950-60
EF611841	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7007	United States	filled in	Alaska	filled in	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611842	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A6086	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611843	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7027	United States	filled in	Alaska	filled in	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611844	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Canis familiaris	17599781	A7006	United States	filled in	Alaska	filled in	2007	filled in	2007	filled in	2007	updated	Canis familiaris	unchanged		no	no	17599781	unchanged	
EF611845	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7033	United States	filled in	Alaska	filled in	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611846	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A6054	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611847	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A6053	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611848	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A6013	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611849	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A6091	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611850	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7032	United States	filled in	Alaska	filled in	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611851	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7031	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611852	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A7026	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611853	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Canis familiaris	17599781	A0905	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	17599781	unchanged	
EF611854	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A0904	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611855	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Canis familiaris	17599781	A0903	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Canis familiaris	unchanged		no	no	17599781	unchanged	
EF611856	AL_Arctic_A	Arctic A	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Vulpes vulpes	17599781	A0906	United States	filled in	Alaska	filled in	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	unchanged		no	no	17599781	unchanged	
EF611857	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_145	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611858	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_141	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611859	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_129	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611860	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_123	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611861	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_117	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611862	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_116	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611863	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_114	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611864	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_107	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611865	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_96	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611866	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_81	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611867	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	-	17599781	I_76	India	filled in	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		no	no	17599781	unchanged	
EF611868	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Canis familiaris	17599781	994_dog	Russia	filled in	Southern Siberia	filled in	1980	filled in	1980	filled in	1980	updated	Canis familiaris	unchanged		no	no	17599781	unchanged	
EF611869	AL_Arctic_AL1b	Arctic AL1b	-	-	-	-	-	2008	1350	06-Mar-08	26-Jul-16	Canis familiaris	17599781	Iraq_dog	Iraq	filled in	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis familiaris	unchanged		no	no	17599781	unchanged	
FJ228546	AL_Arctic_AL1a	Arctic AL1a	USA	United States	Alaska	2007	2007	2007	1350	08-Mar-09	24-Jul-16	-	-	AKDOG2007	United States	unchanged	Alaska	unchanged	2007	unchanged	2007	unchanged	2007	unchanged	Vulpes lagopus	filled in		no	no	-	unchanged	
KU963488	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2016	1350	06-Nov-16	06-Nov-16	Vulpes vulpes	-	SN1-58-ArcticFoxUSA2007	United States	filled in	-	unchanged	2007	filled in	2007	filled in	2007	updated	Vulpes lagopus	updated		no	no	-	unchanged	Listed as arctic fox
KU963504	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2016	1350	06-Nov-16	06-Nov-16	Canis familiaris	-	SN17-60-CanineIND1987	India	filled in	-	unchanged	1987	filled in	1987	filled in	1987	updated	Canis familiaris	unchanged		no	no	-	unchanged	
U22654	AL_Arctic_A	Arctic A	-	-	-	-	-	1995	1350	21-Jul-95	21-Jul-95	-	7778285	8684GRO	Greenland	filled in	-	unchanged	1981	filled in	1981	filled in	1981	updated	Vulpes lagopus	filled in		no	no	7778285	unchanged	
U22655	AL_Arctic_A	Arctic A	-	-	-	-	-	1995	1350	21-Jul-95	21-Jul-95	-	7778285	9105CAN	Canada	filled in	-	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	filled in		no	no	7778285	unchanged	
U22656	AL_Arctic_A	Arctic A	-	-	-	-	-	1995	1350	21-Jul-95	21-Jul-95	-	7778285	9141RUS	Russia	filled in	-	unchanged	1988	filled in	1988	filled in	1988	updated	Vulpes lagopus	filled in		no	no	7778285	unchanged	
KC792207	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	2005	2005	2005	1203	18-Jun-13	18-Jun-13	-	-	I_81	India	unchanged	-	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	-	unchanged		no	no	-	unchanged	
DQ108933	AL_Arctic_A	Arctic A	-	-	-	1990	1990	1990	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	90RABN05304	-	unchanged	-	unchanged	1990	unchanged	1990	unchanged	1990	unchanged	Vulpes vulpes	unchanged		no	no	16103358	unchanged	
DQ118245	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	1990	1990	1990	1059	23-Jul-05	08-Mar-17	-	16103358	90RABN05305	Canada	unchanged	Ontario	unchanged	1990	unchanged	1990	unchanged	1990	unchanged	Vulpes	filled in	Fox	no	no	16103358	unchanged	Just says fox, doesn't say which
DQ118246	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN05809	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ118247	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN05831	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ118248	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Canis latrans	16103358	90RABN06620	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Canis latrans	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ118249	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09141	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123843	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09199	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123844	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	90RABN09201	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123845	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	90RABN09236	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123846	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09255	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123847	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09259	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123848	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09268	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123849	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09510	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123850	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	90RABN09529	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123851	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	90RABN09932	Canada	unchanged	Ontario	unchanged	1990	filled in	1990	filled in	1990	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123852	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN00870	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123853	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN00987	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ123854	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN01322	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125459	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN01842	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
