sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	notes
EU589961	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox7077/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589962	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3959/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU589963	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Horse8381/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Equus caballus	filled in		no	no	-	unchanged	From isolate ID
EU589964	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox0034/2002	Israel	unchanged	-	unchanged	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589965	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox8674/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589966	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow7597/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589967	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox1647/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589968	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox9945/1997	Israel	unchanged	-	unchanged	1997	filled in	1997	filled in	1997	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589969	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox9053/1997	Israel	unchanged	-	unchanged	1997	filled in	1997	filled in	1997	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589970	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3520/1997	Israel	unchanged	-	unchanged	1997	filled in	1997	filled in	1997	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589971	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox2880/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589972	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox1752/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589973	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3754/1997	Israel	unchanged	-	unchanged	1997	filled in	1997	filled in	1997	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589974	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Human329/1996	Israel	unchanged	-	unchanged	1996	filled in	1996	filled in	1996	updated	Homo sapiens	filled in		no	no	-	unchanged	From isolate ID
EU589975	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3895/1996	Israel	unchanged	-	unchanged	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589976	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Jackal8445/1998	Israel	unchanged	-	unchanged	1998	filled in	1998	filled in	1998	updated	Canis aureus	filled in		no	no	-	unchanged	From isolate ID
EU589977	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow0081/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589978	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox7501/2000	Israel	unchanged	-	unchanged	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589979	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Sheep9877/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Ovis aries	filled in		no	no	-	unchanged	From isolate ID
EU589980	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow7615/2000	Israel	unchanged	-	unchanged	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589981	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox0338/1998	Israel	unchanged	-	unchanged	1998	filled in	1998	filled in	1998	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589982	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Marbled2960/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	-	unchanged		no	no	-	unchanged	From isolate ID
EU589983	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3108/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589984	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3197/1998	Israel	unchanged	-	unchanged	1998	filled in	1998	filled in	1998	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589985	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox7468/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589986	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox0246/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589987	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Fox3205/1999	Israel	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From isolate ID
EU589988	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow8437/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589989	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Human145/1997	Israel	unchanged	-	unchanged	1997	filled in	1997	filled in	1997	updated	Homo sapiens	filled in		no	no	-	unchanged	From isolate ID
EU589990	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow5152/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589991	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow7626/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589992	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog0298/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU589993	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog2236/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU589994	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog2239/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU589995	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow4414/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU589996	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3653/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU589997	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Wolf6220/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus	filled in		no	no	-	unchanged	From isolate ID
EU589998	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Wolf9552/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus	filled in		no	no	-	unchanged	From isolate ID
EU589999	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog8199/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590000	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog5745/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590001	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog9613/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590002	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow0095/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590003	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow3339/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590004	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow3400/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590005	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog1772/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590006	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow4097/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590007	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow1211/2004	Israel	unchanged	-	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590008	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Badger8606/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Meles meles	filled in		no	no	-	unchanged	From isolate ID
EU590009	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow0313/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590010	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3763/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590011	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog2844/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590012	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog1419/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590013	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7989/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590014	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7923/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590015	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3946/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590016	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3231/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590017	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3861/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590018	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7901/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590019	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Mongoose8875/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Herpestidae	filled in		no	no	-	unchanged	From isolate ID
EU590020	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3381/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590021	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog9553/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590022	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog6867/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590023	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog4209/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590024	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog4861/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590025	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog4836/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590026	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7414/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590027	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog3563/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590028	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7134/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590029	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7413/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590030	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog0187/2005	Israel	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590031	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog0480/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590032	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog7828/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590033	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog1086/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590034	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog6853/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590035	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Jackal8059/2007	Israel	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis aureus	filled in		no	no	-	unchanged	From isolate ID
EU590036	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Dog9069/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590037	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	Cow5355/2006	Israel	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Bos taurus	filled in		no	no	-	unchanged	From isolate ID
EU590038	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	DogT4/2000	Israel	unchanged	-	unchanged	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590039	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	DogT6/2000	Israel	unchanged	-	unchanged	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU590040	AL_Cosmopolitan_ME2	Cosmopolitan ME2	ISR	Israel	-	-	-	2009	469	31-Mar-09	31-Mar-09	-	-	DogT7/2000	Israel	unchanged	-	unchanged	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From isolate ID
EU715371	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	CowJ4/1998	Israel	filled in	-	unchanged	1998	filled in	1998	filled in	1998	updated	Bos taurus	filled in		no	no	-	unchanged	
EU715372	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	SquirrelJ5/1998	Israel	filled in	-	unchanged	1998	filled in	1998	filled in	1998	updated	Sciuridae	filled in		no	no	-	unchanged	
EU715373	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Cow4168/2004	Israel	filled in	-	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	-	unchanged	
EU715375	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Stone Marten9655/1997	Israel	filled in	-	unchanged	1997	filled in	1997	filled in	1997	updated	Martes foina	filled in		no	no	-	unchanged	
EU715376	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox2323/1995	Israel	filled in	-	unchanged	1995	filled in	1995	filled in	1995	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715377	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox2897/1997	Israel	filled in	-	unchanged	1997	filled in	1997	filled in	1997	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715378	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox3056/2004	Israel	filled in	-	unchanged	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715379	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox4906/2002	Israel	filled in	-	unchanged	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715380	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox1956/2000	Israel	filled in	-	unchanged	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715381	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox0486/2002	Israel	filled in	-	unchanged	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715382	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox5759/2002	Israel	filled in	-	unchanged	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715383	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox6812/2004	Israel	filled in	-	unchanged	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
