Number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
18	AF357307	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2001	600	05-Apr-01	19-Apr-11	-	12113496	CVS	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	-	unchanged		yes	no	12113496	unchanged	Isolate name - CVS
19	AF357308	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2001	600	05-Apr-01	19-Apr-11	-	12113496	PV	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	yes	12113496	unchanged	Vaccine
167	KC887346	AL_Cosmopolitan	Cosmopolitan	-	-	-	2012	2012	2012	592	19-Jun-13	19-Jun-13	-	-	KVAFSU_BNG_RD-V	-	unchanged	-	unchanged	2012	unchanged	2012	unchanged	2012	unchanged	-	unchanged		no	yes	-	unchanged	Vaccine
171	KJ201901	AL_Cosmopolitan	Cosmopolitan	IND	India	-	2010	2010	2010	576	12-Mar-14	17-Apr-14	-	-	HICVYRBHK	India	unchanged	-	unchanged	2010	unchanged	2010	unchanged	2010	unchanged	-	unchanged		yes	no	-	unchanged	Cultured cell line
145	EF675757	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	-	-	2008	526	01-Feb-08	26-Jul-16	-	-	BRA CVS31.2	Brazil	unchanged	-	unchanged	-	unchanged	-	unchanged	2008	unchanged	-	unchanged		yes	no	-	unchanged	Isolate name - CVS
153	GU816003	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2010	502	28-Jul-10	25-Jul-16	-	20610710	CVS	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	20610710	unchanged	isolate name - Cvs
154	GU816004	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2010	502	28-Jul-10	25-Jul-16	-	20610710	LEP	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	yes	20610710	unchanged	Isolate name - LEP
28	AH002403	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1985	474	16-Dec-85	19-Sep-16	-	3966297	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	3966297	unchanged	Only abstract available - probably CVS
29	AH002404	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1985	474	16-Dec-85	19-Sep-16	-	3966297	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	3966297	unchanged	Only abstract available - probably CVS
30	AH002405	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1985	474	16-Dec-85	19-Sep-16	-	3966297	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	3966297	unchanged	Only abstract available - probably CVS
140	DQ275575	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	431	30-Apr-06	26-Jul-16	-	17869366	V499	Puerto Rico	unchanged	-	unchanged	1997	unchanged	1997	unchanged	1997	unchanged	-	unchanged		no	no	17869366	unchanged	All unknowns
35	AY102992	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2002	405	30-Nov-02	24-Jul-16	-	12436491	CVS-11	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	12436491	unchanged	isolate name - CVS
37	AY245851	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2004	400	11-May-04	25-Jul-16	-	15160845	CVS-27	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	15160845	unchanged	
38	AY245853	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2004	400	11-May-04	25-Jul-16	-	15160845	CVS-11	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		yes	no	15160845	unchanged	
173	KP723591	AL_Cosmopolitan	Cosmopolitan	GEO	Georgia	-	2014	2014	2014	400	06-Apr-15	06-Apr-15	-	25811659	128	Georgia	unchanged	-	unchanged	2014	unchanged	2014	unchanged	2014	unchanged	-	unchanged		no	no	25811659	unchanged	Unkniwn host
200	U22855	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1995	400	21-Jul-95	21-Jul-95	-	7778285	94254MAD	Madagascar	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Lemuroidea	filled in	Lemur	no	no	7778285	unchanged	
201	U43005	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9337SUI	Switzerland	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID - no info 
202	U43015	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	93101TU	Turkey	filled in		unchanged	1992	filled in	1992	filled in	1992	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	Found in a different paper; googled seq ID
176	KU050075	AL_Cosmopolitan	Cosmopolitan	IND	India	IVRI	2014	2014	2014	399	31-Mar-17	31-Mar-17	-	-	Zoo-Rab-24	India	unchanged	IVRI	unchanged	2014	unchanged	2014	unchanged	2014	unchanged	-	unchanged		no	no	-	unchanged	
129	AY705406	AL_Cosmopolitan	Cosmopolitan	RUS	Russia	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	O	Russia	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Ovis	filled in	Sheep	no	yes	17558542	unchanged	Some sort of sheep vaccine
130	AY705430	AL_Cosmopolitan	Cosmopolitan	RUS	Russia	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	RV-97	Russia	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	yes	17558542	unchanged	vaccine
39	AY340703	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL2100	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
40	AY340704	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL300	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
41	AY340705	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL25200	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
42	AY340706	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL27700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
43	AY340707	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL2198	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
44	AY340708	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
45	AY340709	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL22000	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
46	AY340711	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL3897	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
47	AY340712	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Felis catus	14602205	BOL9448	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Felis catus	unchanged		no	no	14602205	unchanged	
48	AY340713	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9467	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
49	AY340714	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Bos taurus	14602205	BOL8154	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Bos taurus	unchanged		no	no	14602205	unchanged	
50	AY340715	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL1798	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
51	AY340716	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL7498	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
52	AY340717	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL2599	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
53	AY340718	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL11599	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
54	AY340719	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL5998	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
55	AY340720	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL20100	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
56	AY340721	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL20200	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
57	AY340722	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL22200	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
58	AY340723	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL22700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
59	AY340724	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL24700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
60	AY340725	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8050	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
61	AY340726	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL19800	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
62	AY340727	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL1397	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
63	AY340728	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL10197	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
64	AY340729	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9299	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
65	AY340730	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL799	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
66	AY340731	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9254	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
67	AY340732	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL27100	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
68	AY340733	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL26300	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
69	AY340734	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL18800	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
70	AY340735	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL197	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
71	AY340736	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL19700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
72	AY340737	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL19900	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
73	AY340738	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL21300	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
74	AY340739	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL12299	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
75	AY340740	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL19600	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
76	AY340741	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9475	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
77	AY340742	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
78	AY340743	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL12099	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
79	AY340744	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8000	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
80	AY340745	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Sus scrofa	14602205	BOL8897	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Sus scrofa	unchanged		no	no	14602205	unchanged	
81	AY340746	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9400	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
82	AY340747	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL12699	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
83	AY340748	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL3500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
84	AY340749	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL7299	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
85	AY340750	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9097	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
86	AY340751	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL13599	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
87	AY340752	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL17500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
88	AY340753	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL24500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
89	AY340754	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9030	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
90	AY340755	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL6899	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
91	AY340756	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL7699	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
92	AY340757	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9300	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
93	AY340758	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL10099	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
94	AY340759	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL10299	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
95	AY340760	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL11799	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
96	AY340761	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8499	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
97	AY340762	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9599	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
98	AY340763	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL10999	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
99	AY340764	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL12199	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
100	AY340765	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL26900	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
101	AY340766	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL25500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
102	AY340767	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL16900	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
103	AY340768	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL16000	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
104	AY340769	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL10700	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
105	AY340770	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL19500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
106	AY340772	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL6597	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
107	AY340773	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9600	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
108	AY340774	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8003	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
109	AY340775	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL28400	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
110	AY340776	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL2697	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
111	AY340777	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL7800	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
112	AY340778	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL6498	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
113	AY340779	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8399	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
114	AY340780	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL8899	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
